Phone Number,Project,Description,URL,Last Modified Date,Last Modified By,Transfer Prompt,Error Prompt,Backup Transfer Destination,Recovery URL,Recovery URL (alt),Reporting Group,Time Zone,Call Type,Service Combination,Contract,Environment,Outbound Web Account,Allow Blind Transfers,Traffic Plan,Routing notes,Utterance Capture,Logging (Dev),Logging (VXML),Logging (VXML Warnings),VXML Revision,VXML Update,DTMF Only,Call Field,Call Expression,Call Action,Max Live Calls,Extranet Applications,Exclude Billing,% Whole Calls Recorded,Play in browser?,IDM Events,IDM Events VXML Flow,State name
833-445-6125,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-451-7700,Tellme QA,Used for IPTF Testing,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-blind-IMG-uuiWithNoEncoding.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-451-7701,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-451-7702,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-451-7703,Tellme QA,Telco Team - Test Number-PLAIN,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-blind-IMG-uui-5chars-pd.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft DNN Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-451-7704,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-451-7705,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-451-7706,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-451-7707,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-451-7708,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-451-7709,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-654-8142,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-654-8143,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-654-8144,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-654-8145,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
866-204-0983,Tellme QA,test2,http://slb01.iic1.pool.sv2.247-inc.net:7080/cert-1.0/doc/tellme.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,MMEP Testing,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft DNN Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,100.0,True,True,True,active
866-204-0986,Tellme QA,,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-blind-IMG-uuiWithEncoding-31.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,error_default.wav,"",http://temp-panda.tfda.vui.en-US.tellme.com/index.vxml,http://load06.plat.qa.swamp.sv2.tellme.com/msft_da/index.vxml,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
866-204-0987,Tellme QA,VGW QA Testing,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/log-basic.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
866-384-8051,Tellme QA,,http://wakeup.vui.en-us.tellme.com/reenter.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,PlatQA_Notifier,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
866-400-4861,Tellme QA,,http://load06.plat.qa.swamp.sv2.tellme.com/msft_da/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,Tellme Development and Testing,False,0.0,False,False,False,active
866-464-6289,Tellme QA,,http://qaheartbeat02.plat.qa.swamp.sv2.tellme.com/~henryyu/blind-xfer.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",http://test01.qa.sv1.tellme.com/VXMLmod/index.vxml,http://load03.plat.qa.swamp.sv2.tellme.com/henryyu/panda/harness/manual.vxml,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
866-575-2692,Tellme QA,Testing slm models for Farmers,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft DNN Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
866-575-2695,Tellme QA,CLOUD-83126,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft DNN Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
866-588-8905,Tellme QA,,http://aw.dialtone2.vui.en-us.tellme.com/redirect/stockquotes.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
866-588-8906,Tellme QA,,http://dialtone.vui.en-us.tellme.com/redirect/stockquotes.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
866-790-7223,Tellme QA,NOT WORKING in stable (calls going to production) (AT&T IPTF Testing number,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
866-790-7224,Tellme QA,AT&T IPTF Testing number,https://stable-em.platformcentral.247-inc.net/vxml/preview/em_preview.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
866-813-7550,Tellme QA,,http://aw.dialtone.vui.en-US.tellme.com/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,Tellme Development and Testing,True,0.0,False,False,False,active
866-813-7575,Tellme QA,,http://aw.dialtone.vui.en-US.tellme.com/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,Tellme Development and Testing,True,0.0,False,False,False,active
866-813-7577,Tellme QA,TFN for Choice Hotel POC Cloud-1869,http://virt-asst-content-stable.api.247-inc.net/v1/virtualagents/clients/choice/applications/general/voice/current/main.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft DNN Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
866-813-7578,Tellme QA,,http://aw.dialtone.vui.en-US.tellme.com/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,Tellme Development and Testing,True,0.0,False,False,False,active
866-813-7579,Tellme QA,,http://error.vui.en-us.tellme.com/placholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,PlatQA_Notifier,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
866-813-7580,Tellme QA,,http://wakeup.vui.en-us.tellme.com/reenter.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,Splat Test,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,PlatQA_Notifier,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
866-872-5499,Tellme QA,,http://load06.plat.qa.swamp.sv2.tellme.com/msft_da/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,"1-800-555-TELL, Tellme Development and Testing",True,0.0,False,False,False,active
866-872-5502,Tellme QA,,http://load06.plat.qa.swamp.sv2.tellme.com/msft_da/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,Tellme Development and Testing,True,0.0,False,False,False,active
866-888-4292,Tellme QA,,http://load06.plat.qa.swamp.sv2.tellme.com/msft_da/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,Tellme Development and Testing,True,0.0,False,False,False,active
866-888-4294,Tellme QA,,http://load06.plat.qa.swamp.sv2.tellme.com/msft_da/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,Tellme Development and Testing,True,0.0,False,False,False,active
866-888-4297,Tellme QA,,http://tfda.vui.en-us.tellme.com/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,Tellme Development and Testing,True,0.0,False,False,False,active
866-888-4304,Tellme QA,,http://load05.qa.sv1.tellme.com/foundation/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,Tellme Development and Testing,True,0.0,False,False,False,active
866-888-4307,Tellme QA,,http://load06.plat.qa.swamp.sv2.tellme.com/msft_da/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,Tellme Development and Testing,True,0.0,False,False,False,active
877-000-8148,Tellme QA,farmers Management cde,http://slb01.iic1.sjc02.247-inc.net:7080/farm-mgmt-cisco-cde/doc/tellme.vxml?testmode=true,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,Farmers Management - Test,America/Chicago,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft DNN Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
877-208-8412,Tellme QA,,http://load01.app.qa.shared.sv2.tellme.com/foundation/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
877-236-6522,Tellme QA,,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-bridge-basic-IMG.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Verizon IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,PLATQA-877-236-6522,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
877-236-6523,Tellme QA,vzb iptf testing,http://megaman.tellme.com/~eking/development/vxml/compilecheck.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Verizon IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,PLATQA-877-236-6523,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
877-236-6525,Tellme QA,,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-bridge-basic-IMG.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
877-236-6526,Tellme QA,,http://megaman.tellme.com/~eking/development/vxml/sessionobj.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Verizon IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,PLATQA-877-236-6526,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
877-236-6531,Tellme QA,QA VZ-IPTF,http://corporatedialer.vui.en-us.tellme.com/current/en-US/vxml/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,error_default.wav,"",,,,America/Los_Angeles,Inbound VXML,Verizon IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
888-243-9942,Tellme QA,,http://megaman.tellme.com/~patrickn/globalcrossing/current/vxml/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Global Crossing (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
888-717-0762,Tellme QA,CLOUD-82161,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft DNN Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
ccapp@ccapp.ccxml.tellme-qa.interop.tellme.com,Tellme QA,,http://web07.app.qa.shared.sv2.tellme.com/~patrickn/ccxml/index.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Call Control,Tellme Internal   -->  CCAS (plat qa),Tellme QA,Plat QA,,True,CCXML-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
ccapp@ccapp.nsa.platqa-01.sip.tellme.com,Tellme QA,,file:///usr/local/ccxml/nsacheck.ccxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Call Control,Tellme Internal   -->  CCAS (plat qa),Tellme QA,Plat QA,,True,CCXML-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
ccapp@ccapp.nsa.stable-01.sip.tellme.com,Tellme QA,,file:///usr/local/ccxml/nsacheck.ccxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Call Control,Tellme Internal   -->  CCAS (stable sv2),Tellme QA,Stable SV2,,True,CCXML-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.att.infoworx.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,att.infoworx.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.clicktocall.fidelity.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,clicktocall.fidelity.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.customercare.orbitz.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,customercare.orbitz.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.dev-ceo-mobile.wholesale.wellsfargo.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,dev-ceo-mobile.wholesale.wellsfargo.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.develop.wellsfargo.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,develop.wellsfargo.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.development.orbitz.com.notifier.sip.tellme.com,Tellme QA,testing,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,Pacific/Honolulu,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,development.orbitz.com,True,dialog-GP,,True,True,True,True,,,False,"",,Accept,,,True,0.0,False,False,False,active
dialog.heartbeat.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,heartbeat,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.manatee-test-1.tellme-qa.sip.tellme.com,Tellme QA,,http://qaheartbeat02.plat.qa.swamp.sv2.tellme.com/perf/Manatee/contents/start555T.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,PlatQA_Manatee_1,"",False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.manatee-test-2.tellme-qa.sip.tellme.com,Tellme QA,,http://qaheartbeat02.plat.qa.swamp.sv2.tellme.com/perf/Manatee/contents/start555T.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,PlatQA_Manatee_1,"",False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.ml.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,ml.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.orbitz.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,orbitz.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.otp.wellsfargo.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,otp.wellsfargo.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.phonepage.tellme.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,phonepage.tellme.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.platqa.tellme-qa.sip.tellme.com,Tellme QA,,http://load04.plat.qa.swamp.sv2.tellme.com/qa/stress/VXML/initial.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,PlatQA_platqa,"",False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.pwf.air2web.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,pwf.air2web.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
